name,gender,wikipedia_url,birthdate,image_urls
Celeste Cortesi,female,https://en.wikipedia.org/wiki/Celeste%20Cortesi,1997-12-15,['https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Ms._Pasay_Celeste_Cortesi_in_Ilocos_Sur_%28cropped_2%29.jpg/250px-Ms._Pasay_Celeste_Cortesi_in_Ilocos_Sur_%28cropped_2%29.jpg']
Celeste Legaspi,female,https://en.wikipedia.org/wiki/Celeste%20Legaspi,1950-03-18,"['https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Celeste_Legaspi_2021_-_Metropolitan_Theater_90th_Anniversary_%28cropped%29.jpg/250px-Celeste_Legaspi_2021_-_Metropolitan_Theater_90th_Anniversary_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/The_Manila_Metropolitan_Theater_%28Metro_Manila_Districts%3B_2023-08-20%29_E911a_11.jpg/250px-The_Manila_Metropolitan_Theater_%28Metro_Manila_Districts%3B_2023-08-20%29_E911a_11.jpg']"
Celia Rodriguez,female,https://en.wikipedia.org/wiki/Celia%20Rodriguez,1938-03-17,[]
Ces Quesada,female,https://en.wikipedia.org/wiki/Ces%20Quesada,1958-06-13,[]
Cesar Montano,male,https://en.wikipedia.org/wiki/Cesar%20Montano,1962-08-01,"['https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/2017_Cesar_Montano_as_COO_of_TPB.jpg/250px-2017_Cesar_Montano_as_COO_of_TPB.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Acesarjf.JPG/250px-Acesarjf.JPG']"
Chacha Cañete,female,https://en.wikipedia.org/wiki/Chacha%20Ca%C3%B1ete,2004-10-06,[]
Chad Kinis,male,https://en.wikipedia.org/wiki/Chad%20Kinis,1986-04-22,[]
Chai Fonacier,female,https://en.wikipedia.org/wiki/Chai%20Fonacier,1986-09-27,[]
Chanda Romero,female,https://en.wikipedia.org/wiki/Chanda%20Romero,1954-03-06,['https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Espantaho_2024_Metro_Manila_Film_Festival_Chanda_Romero7.jpg/250px-Espantaho_2024_Metro_Manila_Film_Festival_Chanda_Romero7.jpg']
Chanty (singer),female,https://en.wikipedia.org/wiki/Chanty%20%28singer%29,2002-12-15,['https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/20230621_Lapillus_%28%EB%9D%BC%ED%95%84%EB%A3%A8%EC%8A%A4%29_%28cropped_2%29.jpg/250px-20230621_Lapillus_%28%EB%9D%BC%ED%95%84%EB%A3%A8%EC%8A%A4%29_%28cropped_2%29.jpg']
Charee Pineda,female,https://en.wikipedia.org/wiki/Charee%20Pineda,1990-09-27,[]
Charice Pempengco,female,https://en.wikipedia.org/wiki/Charice%20Pempengco,1992-05-10,"['https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Charice_06-19-16.jpg/250px-Charice_06-19-16.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/CharicePempengco00.jpg/250px-CharicePempengco00.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/CharicePempengco03.jpg/250px-CharicePempengco03.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Charice_Star_Eastwood_Walk_of_Fame.jpg/250px-Charice_Star_Eastwood_Walk_of_Fame.jpg']"
Charito Solis,female,https://en.wikipedia.org/wiki/Charito%20Solis,1935-10-06,"['https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Charito_Solis_Mowelfund.jpg/250px-Charito_Solis_Mowelfund.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/02841jfMowelfund_Plaza_Museum_Film_Institute_Zamboanga_Quezon_Cityfvf_18.jpg/250px-02841jfMowelfund_Plaza_Museum_Film_Institute_Zamboanga_Quezon_Cityfvf_18.jpg']"
Charito de Leon,female,https://en.wikipedia.org/wiki/Charito%20de%20Leon,,[]
Chariz Solomon,female,https://en.wikipedia.org/wiki/Chariz%20Solomon,1989-08-22,[]
Charlene Gonzales,female,https://en.wikipedia.org/wiki/Charlene%20Gonzales,1974-05-01,['https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Charlene_Gonzales.jpg/250px-Charlene_Gonzales.jpg']
Charlie Davao,male,https://en.wikipedia.org/wiki/Charlie%20Davao,1934-10-07,[]
Charlie Dizon,female,https://en.wikipedia.org/wiki/Charlie%20Dizon,1996-04-12,[]
Charlie Fleming (actress),female,https://en.wikipedia.org/wiki/Charlie%20Fleming%20%28actress%29,2008-09-07,['https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Charlie_fleming.png/250px-Charlie_fleming.png']
Charo Santos-Concio,female,https://en.wikipedia.org/wiki/Charo%20Santos-Concio,1955-10-27,['https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Charo_Santos_Concio.JPG/250px-Charo_Santos_Concio.JPG']
Chat Silayan,female,https://en.wikipedia.org/wiki/Chat%20Silayan,1959-07-08,[]
Chelsea Manalo,female,https://en.wikipedia.org/wiki/Chelsea%20Manalo,1999-10-14,['https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Chelsea_Manalo_%282025%29.jpg/250px-Chelsea_Manalo_%282025%29.jpg']
Cherie Gil,female,https://en.wikipedia.org/wiki/Cherie%20Gil,1963-06-21,['https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Cherie_Gil_%28cropped%29.jpg/250px-Cherie_Gil_%28cropped%29.jpg']
Cherry Lou,female,https://en.wikipedia.org/wiki/Cherry%20Lou,1982-12-30,[]
Cherry Pie Picache,female,https://en.wikipedia.org/wiki/Cherry%20Pie%20Picache,,['https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/Cherry_Pie_Picache_Sine_Sandaan.jpg/250px-Cherry_Pie_Picache_Sine_Sandaan.jpg']
Cheska Garcia,female,https://en.wikipedia.org/wiki/Cheska%20Garcia,1980-07-24,['https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Cheska_Garcia-Kramer%2C_2016_%28cropped%29.jpg/250px-Cheska_Garcia-Kramer%2C_2016_%28cropped%29.jpg']
Chesster Chay,male,https://en.wikipedia.org/wiki/Chesster%20Chay,1989-08-21,[]
Chichay,female,https://en.wikipedia.org/wiki/Chichay,1918-01-21,[]
Chin Chin Gutierrez,female,https://en.wikipedia.org/wiki/Chin%20Chin%20Gutierrez,1971-11-22,[]
Chiquito (actor),male,https://en.wikipedia.org/wiki/Chiquito%20%28actor%29,1932-03-12,"['https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Chiquito_%28actor%29_mausoleum_CNE_03.jpg/120px-Chiquito_%28actor%29_mausoleum_CNE_03.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Chiquito_%28actor%29_mausoleum_CNE_04.jpg/250px-Chiquito_%28actor%29_mausoleum_CNE_04.jpg']"
Chito Miranda,male,https://en.wikipedia.org/wiki/Chito%20Miranda,1976-02-07,['https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chito_Miranda_%2832665232693%29_%28cropped%29.jpg/250px-Chito_Miranda_%2832665232693%29_%28cropped%29.jpg']
Chlaui Malayao,female,https://en.wikipedia.org/wiki/Chlaui%20Malayao,2008-01-24,[]
Chokoleit,male,https://en.wikipedia.org/wiki/Chokoleit,1972-06-25,['https://upload.wikimedia.org/wikipedia/en/thumb/7/79/Chokoleit.jpg/250px-Chokoleit.jpg']
Chris Cayzer,male,https://en.wikipedia.org/wiki/Chris%20Cayzer,1986-12-29,['https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Chris_Cayzer.jpg/250px-Chris_Cayzer.jpg']
Chris Gutierrez,male,https://en.wikipedia.org/wiki/Chris%20Gutierrez,1992-05-09,[]
Christian Bables,male,https://en.wikipedia.org/wiki/Christian%20Bables,1992-12-06,['https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Christian_Bables_in_January_2024.png/250px-Christian_Bables_in_January_2024.png']
Christian Bautista,male,https://en.wikipedia.org/wiki/Christian%20Bautista,1981-10-19,['https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Christian_Bautista.jpg/250px-Christian_Bautista.jpg']
Christian Vasquez,male,https://en.wikipedia.org/wiki/Christian%20Vasquez,1977-02-08,['https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Christian_Vasquez_%282006%29.jpg/250px-Christian_Vasquez_%282006%29.jpg']
Christine Jacob,female,https://en.wikipedia.org/wiki/Christine%20Jacob,1967-04-30,[]
Christopher de Leon,male,https://en.wikipedia.org/wiki/Christopher%20de%20Leon,1956-10-31,"['https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Boyet_Interview.jpg/250px-Boyet_Interview.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Metro_Manila_Film_Festival_Christopher_de_Leon_85.jpg/250px-Metro_Manila_Film_Festival_Christopher_de_Leon_85.jpg']"
Chuck Allie,male,https://en.wikipedia.org/wiki/Chuck%20Allie,2005-11-28,['https://upload.wikimedia.org/wikipedia/en/b/ba/StarStruck_season_3_title_card.jpg']
Chuckie Dreyfus,male,https://en.wikipedia.org/wiki/Chuckie%20Dreyfus,1974-08-07,[]
Chx Alcala,female,https://en.wikipedia.org/wiki/Chx%20Alcala,2005-08-21,"['https://upload.wikimedia.org/wikipedia/en/e/ee/Pinoy_Big_Brother_logo.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Bahaynikuya.JPG/250px-Bahaynikuya.JPG']"
Chynna Ortaleza,female,https://en.wikipedia.org/wiki/Chynna%20Ortaleza,1982-12-06,[]
Cianne Dominguez,female,https://en.wikipedia.org/wiki/Cianne%20Dominguez,2009-10-24,"['https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Vice_Ganda%27s_concert_stage.jpg/250px-Vice_Ganda%27s_concert_stage.jpg', 'https://upload.wikimedia.org/wikipedia/en/thumb/2/21/It%27s_Showtime.png/250px-It%27s_Showtime.png', 'https://upload.wikimedia.org/wikipedia/en/thumb/d/d4/Isip_Bata_The_Album_cover.jpg/250px-Isip_Bata_The_Album_cover.jpg']"
Ciara Sotto,female,https://en.wikipedia.org/wiki/Ciara%20Sotto,,[]
Cielito del Mundo,female,https://en.wikipedia.org/wiki/Cielito%20del%20Mundo,1935-07-04,['https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Crystal_Clear_app_Login_Manager_2.png/40px-Crystal_Clear_app_Login_Manager_2.png']
Cindy Kurleto,female,https://en.wikipedia.org/wiki/Cindy%20Kurleto,1979-04-21,[]
Cindy Miranda,female,https://en.wikipedia.org/wiki/Cindy%20Miranda,1990-11-19,[]
Claire Ruiz,female,https://en.wikipedia.org/wiki/Claire%20Ruiz,1997-11-28,[]
Claire dela Fuente,female,https://en.wikipedia.org/wiki/Claire%20dela%20Fuente,1958-12-28,['https://upload.wikimedia.org/wikipedia/en/0/00/Claire-dela-fuente.jpg']
Clarence Delgado,male,https://en.wikipedia.org/wiki/Clarence%20Delgado,2004-12-15,[]
Claudia Zobel,female,https://en.wikipedia.org/wiki/Claudia%20Zobel,1964-02-27,[]
Claudine Barretto,female,https://en.wikipedia.org/wiki/Claudine%20Barretto,1979-07-20,"['https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Claudine_Barretto_2023_%28cropped%29.jpg/250px-Claudine_Barretto_2023_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Claudine_Barretto_2019.jpg/250px-Claudine_Barretto_2019.jpg']"
Coco Martin,male,https://en.wikipedia.org/wiki/Coco%20Martin,1981-11-01,['https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Floats_of_the_48th_Metro_Manila_Film_Festival_Festival_Parade_of_Stars_27.jpg/250px-Floats_of_the_48th_Metro_Manila_Film_Festival_Festival_Parade_of_Stars_27.jpg']
Cocoy Laurel,male,https://en.wikipedia.org/wiki/Cocoy%20Laurel,1953-03-02,[]
Cogie Domingo,male,https://en.wikipedia.org/wiki/Cogie%20Domingo,1985-08-15,[]
Coleen Garcia,female,https://en.wikipedia.org/wiki/Coleen%20Garcia,1992-09-24,['https://upload.wikimedia.org/wikipedia/commons/c/cc/Coleen_Garcia_%28cropped%29.jpg']
Coleen Perez,female,https://en.wikipedia.org/wiki/Coleen%20Perez,1994-04-06,[]
Coney Reyes,female,https://en.wikipedia.org/wiki/Coney%20Reyes,1954-05-27,[]
Conrado Conde,male,https://en.wikipedia.org/wiki/Conrado%20Conde,1911,[]
Cora Waddell,female,https://en.wikipedia.org/wiki/Cora%20Waddell,1989-12-15,[]
Cris Daluz,male,https://en.wikipedia.org/wiki/Cris%20Daluz,1934-08-15,[]
Cris Villanueva,male,https://en.wikipedia.org/wiki/Cris%20Villanueva,1971-05-23,[]
Cris Villonco,female,https://en.wikipedia.org/wiki/Cris%20Villonco,1983-10-17,['https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Cris_Villonco_as_Ophelia.jpg/250px-Cris_Villonco_as_Ophelia.jpg']
Cris de Vera,male,https://en.wikipedia.org/wiki/Cris%20de%20Vera,1924,[]
Cristina Aragon,female,https://en.wikipedia.org/wiki/Cristina%20Aragon,,"['https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Medusa_by_Bernini.jpg/250px-Medusa_by_Bernini.jpg', 'https://upload.wikimedia.org/wikipedia/en/thumb/7/78/Valentina_Pilipino_Komiks.jpg/250px-Valentina_Pilipino_Komiks.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Cherie_Gil.jpg/250px-Cherie_Gil.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Iwa_Moto_at_Estrella%27s_Home_Clinic%2C_April_2010.jpg/120px-Iwa_Moto_at_Estrella%27s_Home_Clinic%2C_April_2010.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Katrina_Halili_in_New_Jersey.jpg/250px-Katrina_Halili_in_New_Jersey.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Wikipetan-manga.png/40px-Wikipetan-manga.png']"
Cristina Gonzales,female,https://en.wikipedia.org/wiki/Cristina%20Gonzales,1970-05-01,['https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Cristina_Gonzales_%28cropped%29.jpg/250px-Cristina_Gonzales_%28cropped%29.jpg']
Cristine Reyes,female,https://en.wikipedia.org/wiki/Cristine%20Reyes,1989-02-05,['https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cristine_Reyes_by_Jopet_Sy%2C_November_2011.jpg/250px-Cristine_Reyes_by_Jopet_Sy%2C_November_2011.jpg']
Cynthia Zamora,female,https://en.wikipedia.org/wiki/Cynthia%20Zamora,1938-04-08,[]
César Ramírez (actor),male,https://en.wikipedia.org/wiki/C%C3%A9sar%20Ram%C3%ADrez%20%28actor%29,1925-07-09,[]
DJ Durano,male,https://en.wikipedia.org/wiki/DJ%20Durano,1974-08-17,[]
DM Sevilla,male,https://en.wikipedia.org/wiki/DM%20Sevilla,1987-01-29,[]
Dagul,male,https://en.wikipedia.org/wiki/Dagul,1958-10-05,[]
Daiana Menezes,female,https://en.wikipedia.org/wiki/Daiana%20Menezes,1987-06-20,[]
Daisy Reyes,female,https://en.wikipedia.org/wiki/Daisy%20Reyes,,[]
Daisy Romualdez,female,https://en.wikipedia.org/wiki/Daisy%20Romualdez,,[]
Dale Baldillo,male,https://en.wikipedia.org/wiki/Dale%20Baldillo,2000-10-06,[]
Dan Alvaro,male,https://en.wikipedia.org/wiki/Dan%20Alvaro,,[]
Daniel Fernando,male,https://en.wikipedia.org/wiki/Daniel%20Fernando,1962-05-12,"['https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Daniel_Fernando_%40_the_Opening_of_the_Malolos_Congress_124th_Commemoration_2022_%28cropped%29.jpg/250px-Daniel_Fernando_%40_the_Opening_of_the_Malolos_Congress_124th_Commemoration_2022_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Bulacan_University_and_Collegiate_Athletic_Association1.jpg/250px-Bulacan_University_and_Collegiate_Athletic_Association1.jpg']"
Daniel Matsunaga,male,https://en.wikipedia.org/wiki/Daniel%20Matsunaga,1988-11-28,"['https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Shake%2C_Rattle_and_Roll_XV_Official_Trailer_-_Daniel_Matsunaga.jpg/250px-Shake%2C_Rattle_and_Roll_XV_Official_Trailer_-_Daniel_Matsunaga.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Daniel-matsunaga-heart-evangelista-jonha-richman.png/250px-Daniel-matsunaga-heart-evangelista-jonha-richman.png']"
Daniel Padilla,male,https://en.wikipedia.org/wiki/Daniel%20Padilla,1995-04-26,"['https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Daniel_Padilla_at_Celebrate_Mega_in_Iceland_2016_%286%29.jpg/250px-Daniel_Padilla_at_Celebrate_Mega_in_Iceland_2016_%286%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Daniel_Padilla_and_Fam_at_Magandang_Buhay_2016_%281%29.jpg/250px-Daniel_Padilla_and_Fam_at_Magandang_Buhay_2016_%281%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Daniel_Padilla_Most_Wanted_Concert_2015_%2830%29.jpg/250px-Daniel_Padilla_Most_Wanted_Concert_2015_%2830%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Daniel_Padilla_MOR_Pinoy_Music_Awards_2016_%281%29.jpg/250px-Daniel_Padilla_MOR_Pinoy_Music_Awards_2016_%281%29.jpg']"
Danilo Fernandez,male,https://en.wikipedia.org/wiki/Danilo%20Fernandez,1966-01-14,['https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Rep._Dan_Fernandez_%2819th_Congress%29.jpg/250px-Rep._Dan_Fernandez_%2819th_Congress%29.jpg']
Danita Paner,female,https://en.wikipedia.org/wiki/Danita%20Paner,1989-04-02,[]
Danny Javier,male,https://en.wikipedia.org/wiki/Danny%20Javier,1947-08-06,[]
Dante Rivero,male,https://en.wikipedia.org/wiki/Dante%20Rivero,1946-08-05,['https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Dante_Rivero_1969.jpg/250px-Dante_Rivero_1969.jpg']
Dante Varona,male,https://en.wikipedia.org/wiki/Dante%20Varona,,[]
Dar Bernardo,male,https://en.wikipedia.org/wiki/Dar%20Bernardo,1992-04-14,[]
Darren Espanto,male,https://en.wikipedia.org/wiki/Darren%20Espanto,2001-05-24,"['https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Darren_Espanto_%282023%29.jpg/250px-Darren_Espanto_%282023%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Darren_Espanto_in_2015.JPG/250px-Darren_Espanto_in_2015.JPG', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/When_I_Met_You_in_Tokyo_MMFF_float_cast.jpg/250px-When_I_Met_You_in_Tokyo_MMFF_float_cast.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Animals_by_Darren_Espanto.jpg/250px-Animals_by_Darren_Espanto.jpg']"
Daryl Ong,male,https://en.wikipedia.org/wiki/Daryl%20Ong,1987-03-24,[]
Dasuri Choi,female,https://en.wikipedia.org/wiki/Dasuri%20Choi,1988-04-28,[]
Dave Bornea,male,https://en.wikipedia.org/wiki/Dave%20Bornea,1995-02-23,[]
David Licauco,male,https://en.wikipedia.org/wiki/David%20Licauco,1994-06-15,['https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/David_Licauco_at_the_Miss_World_Philippines_2022.jpg/250px-David_Licauco_at_the_Miss_World_Philippines_2022.jpg']
Dawn Zulueta,female,https://en.wikipedia.org/wiki/Dawn%20Zulueta,1969-03-04,['https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Pia_Cayetano%2C_Dawn_Zulueta%2C_Carmina_Villarroel%2C_and_Tessa_Prieto-Valdes.jpg/250px-Pia_Cayetano%2C_Dawn_Zulueta%2C_Carmina_Villarroel%2C_and_Tessa_Prieto-Valdes.jpg']
Delia Razon,female,https://en.wikipedia.org/wiki/Delia%20Razon,1930-08-08,['https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Delia_Razon_c.1963.jpg/250px-Delia_Razon_c.1963.jpg']
Dely Atay-Atayan,female,https://en.wikipedia.org/wiki/Dely%20Atay-Atayan,1914-03-17,['https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Dely_Atay-Atayan_Adelaida_Fernando-Villegas_CNE_03.jpg/250px-Dely_Atay-Atayan_Adelaida_Fernando-Villegas_CNE_03.jpg']
Dencio Padilla,male,https://en.wikipedia.org/wiki/Dencio%20Padilla,1928-09-02,[]
Denise Barbacena,female,https://en.wikipedia.org/wiki/Denise%20Barbacena,1994-11-02,[]
Denise Joaquin,female,https://en.wikipedia.org/wiki/Denise%20Joaquin,,[]
Denise Laurel,female,https://en.wikipedia.org/wiki/Denise%20Laurel,1987-09-30,[]
Dennis Padilla,male,https://en.wikipedia.org/wiki/Dennis%20Padilla,1962-02-09,[]
Dennis Trillo,male,https://en.wikipedia.org/wiki/Dennis%20Trillo,1981-05-12,['https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bones_actor_Dennis_Trillo12.jpg/250px-Green_Bones_actor_Dennis_Trillo12.jpg']
Derek Ramsay,male,https://en.wikipedia.org/wiki/Derek%20Ramsay,1976-12-07,"['https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Derek_Ramsay_at_the_KC_Concepcion_Live_Concert_Press_Conference%2C_November_2010.jpg/250px-Derek_Ramsay_at_the_KC_Concepcion_Live_Concert_Press_Conference%2C_November_2010.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Valenzuela16Dec2023_152.jpg/250px-Valenzuela16Dec2023_152.jpg']"
Derrick Monasterio,male,https://en.wikipedia.org/wiki/Derrick%20Monasterio,1995-08-01,['https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Glorietta_complex_Salo-Salo_Sa_Sanlo_43.jpg/250px-Glorietta_complex_Salo-Salo_Sa_Sanlo_43.jpg']
Desiree del Valle,female,https://en.wikipedia.org/wiki/Desiree%20del%20Valle,1982-05-28,['https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Desireedelvallein2008.png/250px-Desireedelvallein2008.png']
Devon Seron,female,https://en.wikipedia.org/wiki/Devon%20Seron,1993-05-20,[]
Dexter Doria,female,https://en.wikipedia.org/wiki/Dexter%20Doria,,[]
Diana Zubiri,female,https://en.wikipedia.org/wiki/Diana%20Zubiri,1985-04-15,[]
Dianne Medina,female,https://en.wikipedia.org/wiki/Dianne%20Medina,1986-11-05,['https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Love_Is..._The_First_TeleMovie_from_Eat_Bulaga_%282017%29_-_Dianne_Medina.png/250px-Love_Is..._The_First_TeleMovie_from_Eat_Bulaga_%282017%29_-_Dianne_Medina.png']
Dianne dela Fuente,female,https://en.wikipedia.org/wiki/Dianne%20dela%20Fuente,1981-11-18,[]
Dick Israel,male,https://en.wikipedia.org/wiki/Dick%20Israel,1947-12-10,[]
Didith Reyes,female,https://en.wikipedia.org/wiki/Didith%20Reyes,1949-09-17,[]
Diego Castro III,male,https://en.wikipedia.org/wiki/Diego%20Castro%20III,1975-11-30,[]
Diego Llorico,male,https://en.wikipedia.org/wiki/Diego%20Llorico,1971-12-15,[]
Diego Loyzaga,male,https://en.wikipedia.org/wiki/Diego%20Loyzaga,1995-05-21,[]
Diether Ocampo,male,https://en.wikipedia.org/wiki/Diether%20Ocampo,1973-07-19,['https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/DILG_Disiplina_Muna_Ambassador_Diether_Ocampo_Promoting_Safety_Seal.jpg/250px-DILG_Disiplina_Muna_Ambassador_Diether_Ocampo_Promoting_Safety_Seal.jpg']
Dimples Romana,female,https://en.wikipedia.org/wiki/Dimples%20Romana,1984-11-13,['https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Actress_Dimples_Romana.jpg/250px-Actress_Dimples_Romana.jpg']
Dina Bonnevie,female,https://en.wikipedia.org/wiki/Dina%20Bonnevie,1962-01-27,['https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Dina_Bonnevie_Interview_with_Korina.jpg/250px-Dina_Bonnevie_Interview_with_Korina.jpg']
Dingdong Avanzado,male,https://en.wikipedia.org/wiki/Dingdong%20Avanzado,1968-07-07,[]
Dingdong Dantes,male,https://en.wikipedia.org/wiki/Dingdong%20Dantes,1980-08-02,"['https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Dingdong_Dantes_-_2014_%28cropped%29.jpg/250px-Dingdong_Dantes_-_2014_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Dantes_as_National_Youth_Commission_Commissioner.jpg/250px-Dantes_as_National_Youth_Commission_Commissioner.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/NYC_Commissioner_Dingdong_Dantes_%282014%29.jpg/250px-NYC_Commissioner_Dingdong_Dantes_%282014%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/When_I_Met_You_in_Tokyo_MMFF_float_cast_2.jpg/250px-When_I_Met_You_in_Tokyo_MMFF_float_cast_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Marian_Rivera_and_Dingdong_Dantes_LA_Press_Conference%2C_December_2008_%2801%29.jpg/250px-Marian_Rivera_and_Dingdong_Dantes_LA_Press_Conference%2C_December_2008_%2801%29.jpg']"
Dino Imperial,male,https://en.wikipedia.org/wiki/Dino%20Imperial,1988-04-09,[]
Diomedes Maturan,male,https://en.wikipedia.org/wiki/Diomedes%20Maturan,1940-08-16,[]
Dion Ignacio,male,https://en.wikipedia.org/wiki/Dion%20Ignacio,1986-03-28,[]
Dionne Monsanto,female,https://en.wikipedia.org/wiki/Dionne%20Monsanto,1985-12-05,[]
Diva Montelaba,female,https://en.wikipedia.org/wiki/Diva%20Montelaba,1991-01-14,[]
Dolphy,male,https://en.wikipedia.org/wiki/Dolphy,1928-07-25,"['https://upload.wikimedia.org/wikipedia/en/thumb/e/e9/Dolphy_old_photo.jpg/250px-Dolphy_old_photo.jpg', 'https://upload.wikimedia.org/wikipedia/en/f/f2/Hadr_logo.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Dolphy_2013_stampsheet_of_the_Philippines.jpg/250px-Dolphy_2013_stampsheet_of_the_Philippines.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Dolphy.jpg/250px-Dolphy.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Dolphy%27s_Tomb_held_in_The_heritage_park.jpg/250px-Dolphy%27s_Tomb_held_in_The_heritage_park.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Dolphy_conferment_in_2010.jpg/250px-Dolphy_conferment_in_2010.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/PHL_Order_of_the_Golden_Heart_Member_BAR.png/40px-PHL_Order_of_the_Golden_Heart_Member_BAR.png', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/PHL_Order_of_the_Golden_Heart_Member_BAR.png/40px-PHL_Order_of_the_Golden_Heart_Member_BAR.png']"
Dominic Ochoa,male,https://en.wikipedia.org/wiki/Dominic%20Ochoa,1974-08-04,[]
Dominic Roco,male,https://en.wikipedia.org/wiki/Dominic%20Roco,1989-04-12,[]
