,Unnamed: 0,name,gender,wikipedia_url,birthdate,image_url,path,timestamp
78,98,Celeste Legaspi,female,https://en.wikipedia.org/wiki/Celeste%20Legaspi,1950-03-18,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Celeste_Legaspi_2021_-_Metropolitan_Theater_90th_Anniversary_%28cropped%29.jpg/250px-Celeste_Legaspi_2021_-_Metropolitan_Theater_90th_Anniversary_%28cropped%29.jpg,250px-Celeste_Legaspi_2021_-_Metropolitan_Theater_90th_Anniversary_%28cropped%29.jpg,2021-12-10 00:00:00
79,99,Celeste Legaspi,female,https://en.wikipedia.org/wiki/Celeste%20Legaspi,1950-03-18,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/The_Manila_Metropolitan_Theater_%28Metro_Manila_Districts%3B_2023-08-20%29_E911a_11.jpg/250px-The_Manila_Metropolitan_Theater_%28Metro_Manila_Districts%3B_2023-08-20%29_E911a_11.jpg,250px-The_Manila_Metropolitan_Theater_%28Metro_Manila_Districts%3B_2023-08-20%29_E911a_11.jpg,2023-08-20 15:56:24
80,100,Chanty (singer),female,https://en.wikipedia.org/wiki/Chanty%20%28singer%29,2002-12-15,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/20230621_Lapillus_%28%EB%9D%BC%ED%95%84%EB%A3%A8%EC%8A%A4%29_%28cropped_2%29.jpg/250px-20230621_Lapillus_%28%EB%9D%BC%ED%95%84%EB%A3%A8%EC%8A%A4%29_%28cropped_2%29.jpg,250px-20230621_Lapillus_%28%EB%9D%BC%ED%95%84%EB%A3%A8%EC%8A%A4%29_%28cropped_2%29.jpg,2023-06-21 00:00:00
81,101,Charice Pempengco,female,https://en.wikipedia.org/wiki/Charice%20Pempengco,1992-05-10,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Charice_06-19-16.jpg/250px-Charice_06-19-16.jpg,250px-Charice_06-19-16.jpg,2016-06-19 16:09:01
82,102,Charice Pempengco,female,https://en.wikipedia.org/wiki/Charice%20Pempengco,1992-05-10,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/CharicePempengco00.jpg/250px-CharicePempengco00.jpg,250px-CharicePempengco00.jpg,2010-06-04 00:00:00
83,103,Charice Pempengco,female,https://en.wikipedia.org/wiki/Charice%20Pempengco,1992-05-10,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/CharicePempengco03.jpg/250px-CharicePempengco03.jpg,250px-CharicePempengco03.jpg,2011-05-24 00:00:00
84,104,Charito Solis,female,https://en.wikipedia.org/wiki/Charito%20Solis,1935-10-06,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Charito_Solis_Mowelfund.jpg/250px-Charito_Solis_Mowelfund.jpg,250px-Charito_Solis_Mowelfund.jpg,2016-10-06 00:00:00
85,105,Charlie Fleming (actress),female,https://en.wikipedia.org/wiki/Charlie%20Fleming%20%28actress%29,2008-09-07,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Charlie_fleming.png/250px-Charlie_fleming.png,250px-Charlie_fleming.png,2024-08-24 00:00:00
86,106,Charo Santos-Concio,female,https://en.wikipedia.org/wiki/Charo%20Santos-Concio,1955-10-27,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Charo_Santos_Concio.JPG/250px-Charo_Santos_Concio.JPG,250px-Charo_Santos_Concio.JPG,2014-02-20 00:00:00
87,107,Chelsea Manalo,female,https://en.wikipedia.org/wiki/Chelsea%20Manalo,1999-10-14,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Chelsea_Manalo_%282025%29.jpg/250px-Chelsea_Manalo_%282025%29.jpg,250px-Chelsea_Manalo_%282025%29.jpg,2025-09-28 00:00:00
88,108,Cherie Gil,female,https://en.wikipedia.org/wiki/Cherie%20Gil,1963-06-21,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Cherie_Gil_%28cropped%29.jpg/250px-Cherie_Gil_%28cropped%29.jpg,250px-Cherie_Gil_%28cropped%29.jpg,2016-02-18 00:00:00
89,109,Cheska Garcia,female,https://en.wikipedia.org/wiki/Cheska%20Garcia,1980-07-24,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Cheska_Garcia-Kramer%2C_2016_%28cropped%29.jpg/250px-Cheska_Garcia-Kramer%2C_2016_%28cropped%29.jpg,250px-Cheska_Garcia-Kramer%2C_2016_%28cropped%29.jpg,2016-03-04 00:00:00
90,110,Christian Bables,male,https://en.wikipedia.org/wiki/Christian%20Bables,1992-12-06,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Christian_Bables_in_January_2024.png/250px-Christian_Bables_in_January_2024.png,250px-Christian_Bables_in_January_2024.png,2024-01-04 00:00:00
91,111,Christian Bautista,male,https://en.wikipedia.org/wiki/Christian%20Bautista,1981-10-19,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Christian_Bautista.jpg/250px-Christian_Bautista.jpg,250px-Christian_Bautista.jpg,2007-08-05 20:14:00
92,112,Christian Vasquez,male,https://en.wikipedia.org/wiki/Christian%20Vasquez,1977-02-08,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Christian_Vasquez_%282006%29.jpg/250px-Christian_Vasquez_%282006%29.jpg,250px-Christian_Vasquez_%282006%29.jpg,2006-04-21 21:34:00
93,113,Christopher de Leon,male,https://en.wikipedia.org/wiki/Christopher%20de%20Leon,1956-10-31,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Boyet_Interview.jpg/250px-Boyet_Interview.jpg,250px-Boyet_Interview.jpg,2023-04-30 00:00:00
94,115,Claudine Barretto,female,https://en.wikipedia.org/wiki/Claudine%20Barretto,1979-07-20,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Claudine_Barretto_2023_%28cropped%29.jpg/250px-Claudine_Barretto_2023_%28cropped%29.jpg,250px-Claudine_Barretto_2023_%28cropped%29.jpg,2023-09-01 00:00:00
95,116,Claudine Barretto,female,https://en.wikipedia.org/wiki/Claudine%20Barretto,1979-07-20,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Claudine_Barretto_2019.jpg/250px-Claudine_Barretto_2019.jpg,250px-Claudine_Barretto_2019.jpg,2019-10-19 00:00:00
96,118,Cris Villonco,female,https://en.wikipedia.org/wiki/Cris%20Villonco,1983-10-17,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Cris_Villonco_as_Ophelia.jpg/250px-Cris_Villonco_as_Ophelia.jpg,250px-Cris_Villonco_as_Ophelia.jpg,2008-02-16 00:00:00
97,119,Cristina Gonzales,female,https://en.wikipedia.org/wiki/Cristina%20Gonzales,1970-05-01,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Cristina_Gonzales_%28cropped%29.jpg/250px-Cristina_Gonzales_%28cropped%29.jpg,250px-Cristina_Gonzales_%28cropped%29.jpg,2017-08-08 12:27:15
98,120,Cristine Reyes,female,https://en.wikipedia.org/wiki/Cristine%20Reyes,1989-02-05,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cristine_Reyes_by_Jopet_Sy%2C_November_2011.jpg/250px-Cristine_Reyes_by_Jopet_Sy%2C_November_2011.jpg,250px-Cristine_Reyes_by_Jopet_Sy%2C_November_2011.jpg,2012-12-18 23:53:21
99,121,Daniel Fernando,male,https://en.wikipedia.org/wiki/Daniel%20Fernando,1962-05-12,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Daniel_Fernando_%40_the_Opening_of_the_Malolos_Congress_124th_Commemoration_2022_%28cropped%29.jpg/250px-Daniel_Fernando_%40_the_Opening_of_the_Malolos_Congress_124th_Commemoration_2022_%28cropped%29.jpg,250px-Daniel_Fernando_%40_the_Opening_of_the_Malolos_Congress_124th_Commemoration_2022_%28cropped%29.jpg,2022-09-15 00:00:00
100,122,Daniel Matsunaga,male,https://en.wikipedia.org/wiki/Daniel%20Matsunaga,1988-11-28,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Shake%2C_Rattle_and_Roll_XV_Official_Trailer_-_Daniel_Matsunaga.jpg/250px-Shake%2C_Rattle_and_Roll_XV_Official_Trailer_-_Daniel_Matsunaga.jpg,250px-Shake%2C_Rattle_and_Roll_XV_Official_Trailer_-_Daniel_Matsunaga.jpg,2014-11-23 00:00:00
101,123,Daniel Padilla,male,https://en.wikipedia.org/wiki/Daniel%20Padilla,1995-04-26,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Daniel_Padilla_at_Celebrate_Mega_in_Iceland_2016_%286%29.jpg/250px-Daniel_Padilla_at_Celebrate_Mega_in_Iceland_2016_%286%29.jpg,250px-Daniel_Padilla_at_Celebrate_Mega_in_Iceland_2016_%286%29.jpg,2016-11-05 00:00:00
102,124,Daniel Padilla,male,https://en.wikipedia.org/wiki/Daniel%20Padilla,1995-04-26,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Daniel_Padilla_MOR_Pinoy_Music_Awards_2016_%281%29.jpg/250px-Daniel_Padilla_MOR_Pinoy_Music_Awards_2016_%281%29.jpg,250px-Daniel_Padilla_MOR_Pinoy_Music_Awards_2016_%281%29.jpg,2016-08-08 00:00:00
103,125,Danilo Fernandez,male,https://en.wikipedia.org/wiki/Danilo%20Fernandez,1966-01-14,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Rep._Dan_Fernandez_%2819th_Congress%29.jpg/250px-Rep._Dan_Fernandez_%2819th_Congress%29.jpg,250px-Rep._Dan_Fernandez_%2819th_Congress%29.jpg,2022-07-25 00:00:00
104,126,Dante Rivero,male,https://en.wikipedia.org/wiki/Dante%20Rivero,1946-08-05,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Dante_Rivero_1969.jpg/250px-Dante_Rivero_1969.jpg,250px-Dante_Rivero_1969.jpg,1969-01-01 00:00:00
105,127,Darren Espanto,male,https://en.wikipedia.org/wiki/Darren%20Espanto,2001-05-24,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Darren_Espanto_%282023%29.jpg/250px-Darren_Espanto_%282023%29.jpg,250px-Darren_Espanto_%282023%29.jpg,2023-02-02 00:00:00
106,128,Darren Espanto,male,https://en.wikipedia.org/wiki/Darren%20Espanto,2001-05-24,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Darren_Espanto_in_2015.JPG/250px-Darren_Espanto_in_2015.JPG,250px-Darren_Espanto_in_2015.JPG,2015-05-30 00:41:25
107,129,David Licauco,male,https://en.wikipedia.org/wiki/David%20Licauco,1994-06-15,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/David_Licauco_at_the_Miss_World_Philippines_2022.jpg/250px-David_Licauco_at_the_Miss_World_Philippines_2022.jpg,250px-David_Licauco_at_the_Miss_World_Philippines_2022.jpg,2022-08-15 00:00:00
108,130,Delia Razon,female,https://en.wikipedia.org/wiki/Delia%20Razon,1930-08-08,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Delia_Razon_c.1963.jpg/250px-Delia_Razon_c.1963.jpg,250px-Delia_Razon_c.1963.jpg,1963-01-01 00:00:00
109,133,Derrick Monasterio,male,https://en.wikipedia.org/wiki/Derrick%20Monasterio,1995-08-01,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Glorietta_complex_Salo-Salo_Sa_Sanlo_43.jpg/250px-Glorietta_complex_Salo-Salo_Sa_Sanlo_43.jpg,250px-Glorietta_complex_Salo-Salo_Sa_Sanlo_43.jpg,2023-05-27 00:00:00
110,134,Desiree del Valle,female,https://en.wikipedia.org/wiki/Desiree%20del%20Valle,1982-05-28,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Desireedelvallein2008.png/250px-Desireedelvallein2008.png,250px-Desireedelvallein2008.png,2024-06-02 00:00:00
111,135,Dianne Medina,female,https://en.wikipedia.org/wiki/Dianne%20Medina,1986-11-05,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Love_Is..._The_First_TeleMovie_from_Eat_Bulaga_%282017%29_-_Dianne_Medina.png/250px-Love_Is..._The_First_TeleMovie_from_Eat_Bulaga_%282017%29_-_Dianne_Medina.png,250px-Love_Is..._The_First_TeleMovie_from_Eat_Bulaga_%282017%29_-_Dianne_Medina.png,2017-10-21 00:00:00
112,136,Diether Ocampo,male,https://en.wikipedia.org/wiki/Diether%20Ocampo,1973-07-19,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/DILG_Disiplina_Muna_Ambassador_Diether_Ocampo_Promoting_Safety_Seal.jpg/250px-DILG_Disiplina_Muna_Ambassador_Diether_Ocampo_Promoting_Safety_Seal.jpg,250px-DILG_Disiplina_Muna_Ambassador_Diether_Ocampo_Promoting_Safety_Seal.jpg,2021-07-14 00:00:00
113,137,Dina Bonnevie,female,https://en.wikipedia.org/wiki/Dina%20Bonnevie,1962-01-27,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Dina_Bonnevie_Interview_with_Korina.jpg/250px-Dina_Bonnevie_Interview_with_Korina.jpg,250px-Dina_Bonnevie_Interview_with_Korina.jpg,2023-05-24 00:00:00
114,138,Dingdong Dantes,male,https://en.wikipedia.org/wiki/Dingdong%20Dantes,1980-08-02,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Dingdong_Dantes_-_2014_%28cropped%29.jpg/250px-Dingdong_Dantes_-_2014_%28cropped%29.jpg,250px-Dingdong_Dantes_-_2014_%28cropped%29.jpg,2014-12-30 18:35:28
115,139,Dingdong Dantes,male,https://en.wikipedia.org/wiki/Dingdong%20Dantes,1980-08-02,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/NYC_Commissioner_Dingdong_Dantes_%282014%29.jpg/250px-NYC_Commissioner_Dingdong_Dantes_%282014%29.jpg,250px-NYC_Commissioner_Dingdong_Dantes_%282014%29.jpg,2014-10-27 00:00:00
116,141,Dolphy,male,https://en.wikipedia.org/wiki/Dolphy,1928-07-25,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Dolphy.jpg/250px-Dolphy.jpg,250px-Dolphy.jpg,2008-10-09 00:00:00
117,142,Dominic Roque,male,https://en.wikipedia.org/wiki/Dominic%20Roque,1990-07-20,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Dominic_Roque_12-22-16.jpg/250px-Dominic_Roque_12-22-16.jpg,250px-Dominic_Roque_12-22-16.jpg,2016-12-22 18:30:53
118,143,Don Pepot,male,https://en.wikipedia.org/wiki/Don%20Pepot,1933-11-06,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Don_Pepot_at_3AAF.JPG/250px-Don_Pepot_at_3AAF.JPG,250px-Don_Pepot_at_3AAF.JPG,2008-07-26 00:00:00
119,144,Donita Rose,female,https://en.wikipedia.org/wiki/Donita%20Rose,1974-12-05,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Donita_Rose_-_2019.jpg/250px-Donita_Rose_-_2019.jpg,250px-Donita_Rose_-_2019.jpg,2019-10-25 00:00:00
120,145,Donny Pangilinan,male,https://en.wikipedia.org/wiki/Donny%20Pangilinan,1998-02-10,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Donny_Pangilinan.jpg/250px-Donny_Pangilinan.jpg,250px-Donny_Pangilinan.jpg,2018-12-15 00:00:00
121,146,Doug Kramer,male,https://en.wikipedia.org/wiki/Doug%20Kramer,1983-07-10,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Doug_Kramer.jpeg/250px-Doug_Kramer.jpeg,250px-Doug_Kramer.jpeg,2007-12-07 00:00:00
122,147,Dulce (Filipino singer),female,https://en.wikipedia.org/wiki/Dulce%20%28Filipino%20singer%29,1961-07-22,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Dulce_2021_-_90th_Anniversary_Metropolitan_Theater_%28cropped%29.jpg/250px-Dulce_2021_-_90th_Anniversary_Metropolitan_Theater_%28cropped%29.jpg,250px-Dulce_2021_-_90th_Anniversary_Metropolitan_Theater_%28cropped%29.jpg,2021-12-10 00:00:00
123,148,Dustin Yu,male,https://en.wikipedia.org/wiki/Dustin%20Yu,2001-05-13,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Dustin_Yu.jpg/250px-Dustin_Yu.jpg,250px-Dustin_Yu.jpg,2025-12-04 00:00:00
124,151,Eddie Garcia,male,https://en.wikipedia.org/wiki/Eddie%20Garcia,1929-05-02,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Eddie_Garcia%2C_2019.png/250px-Eddie_Garcia%2C_2019.png,250px-Eddie_Garcia%2C_2019.png,2019-04-01 00:00:00
125,152,Eddie Gutierrez (actor),male,https://en.wikipedia.org/wiki/Eddie%20Gutierrez%20%28actor%29,1942-02-06,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Eddie_Gutierrez_circa_1966_%28cropped%29.jpg/250px-Eddie_Gutierrez_circa_1966_%28cropped%29.jpg,250px-Eddie_Gutierrez_circa_1966_%28cropped%29.jpg,1966-01-01 00:00:00
126,153,Edwin San Juan,male,https://en.wikipedia.org/wiki/Edwin%20San%20Juan,1969-02-24,https://upload.wikimedia.org/wikipedia/commons/4/47/2009_Comedy_Jam_144.JPG,2009_Comedy_Jam_144.JPG,2009-01-01 00:00:00
127,154,Ejay Falcon,male,https://en.wikipedia.org/wiki/Ejay%20Falcon,1989-11-21,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Ejay_Falcon_Official_Portrait_2022.jpg/250px-Ejay_Falcon_Official_Portrait_2022.jpg,250px-Ejay_Falcon_Official_Portrait_2022.jpg,2022-08-22 00:00:00
128,155,Elaine Duran,female,https://en.wikipedia.org/wiki/Elaine%20Duran,1998-03-14,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/ELAINE_DURAN_%28cropped%29.jpg/250px-ELAINE_DURAN_%28cropped%29.jpg,250px-ELAINE_DURAN_%28cropped%29.jpg,2018-11-30 13:25:16
129,156,Elijah Canlas,male,https://en.wikipedia.org/wiki/Elijah%20Canlas,2000-08-16,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Elijah_Canlas_Gameboys.jpg/250px-Elijah_Canlas_Gameboys.jpg,250px-Elijah_Canlas_Gameboys.jpg,2020-07-31 18:04:21
130,157,Ella Guevara,female,https://en.wikipedia.org/wiki/Ella%20Guevara,1998-08-19,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Ella_Guevara_2012_Shankbone.JPG/250px-Ella_Guevara_2012_Shankbone.JPG,250px-Ella_Guevara_2012_Shankbone.JPG,2012-04-20 00:00:00
131,158,Ellen Adarna,female,https://en.wikipedia.org/wiki/Ellen%20Adarna,1988-04-02,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Ellen_Adarna_2023.png/250px-Ellen_Adarna_2023.png,250px-Ellen_Adarna_2023.png,2023-06-11 00:00:00
132,159,Elmo Magalona,male,https://en.wikipedia.org/wiki/Elmo%20Magalona,1994-04-27,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Elmo_Magalona_and_Korina_Sanchez_%282020%29_%28cropped%29.jpg/250px-Elmo_Magalona_and_Korina_Sanchez_%282020%29_%28cropped%29.jpg,250px-Elmo_Magalona_and_Korina_Sanchez_%282020%29_%28cropped%29.jpg,2020-01-30 00:00:00
133,160,Elmo Magalona,male,https://en.wikipedia.org/wiki/Elmo%20Magalona,1994-04-27,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Elmo_Magalona.jpg/250px-Elmo_Magalona.jpg,250px-Elmo_Magalona.jpg,2013-05-10 10:01:00
134,161,Elpidio Barzaga,male,https://en.wikipedia.org/wiki/Elpidio%20Barzaga,1950-03-25,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Rep._Elpidio_Barzaga_%2819th_Congress%29.jpg/250px-Rep._Elpidio_Barzaga_%2819th_Congress%29.jpg,250px-Rep._Elpidio_Barzaga_%2819th_Congress%29.jpg,2022-01-01 00:00:00
135,162,Enchong Dee,male,https://en.wikipedia.org/wiki/Enchong%20Dee,1988-11-05,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Enchong_Dee_from_%22The_Fisher%22_at_Red_Carpet_of_the_Tokyo_International_Film_Festival_2023_%2853348506485%29.jpg/250px-Enchong_Dee_from_%22The_Fisher%22_at_Red_Carpet_of_the_Tokyo_International_Film_Festival_2023_%2853348506485%29.jpg,250px-Enchong_Dee_from_%22The_Fisher%22_at_Red_Carpet_of_the_Tokyo_International_Film_Festival_2023_%2853348506485%29.jpg,2023-10-23 15:59:00
136,163,Enchong Dee,male,https://en.wikipedia.org/wiki/Enchong%20Dee,1988-11-05,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Enchong_Dee_at_the_Star_Magic_Tour%2C_April_2011.jpg/236px-Enchong_Dee_at_the_Star_Magic_Tour%2C_April_2011.jpg,236px-Enchong_Dee_at_the_Star_Magic_Tour%2C_April_2011.jpg,2011-04-15 20:01:25
137,164,Enrique Gil,male,https://en.wikipedia.org/wiki/Enrique%20Gil,1992-03-30,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Enrique_Gil_in_Toronto_2014_02.jpg/250px-Enrique_Gil_in_Toronto_2014_02.jpg,250px-Enrique_Gil_in_Toronto_2014_02.jpg,2014-06-22 20:00:57
138,166,Erik Santos,male,https://en.wikipedia.org/wiki/Erik%20Santos,1982-10-10,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Erik_Santos_-_Chicago_Concert_2008.jpg/250px-Erik_Santos_-_Chicago_Concert_2008.jpg,250px-Erik_Santos_-_Chicago_Concert_2008.jpg,2008-05-09 00:00:00
139,167,Erika Padilla,female,https://en.wikipedia.org/wiki/Erika%20Padilla,1986-11-22,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Erika_Padilla.png/250px-Erika_Padilla.png,250px-Erika_Padilla.png,2015-12-24 00:00:00
140,169,Ervic Vijandre,male,https://en.wikipedia.org/wiki/Ervic%20Vijandre,1985-01-26,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Ervic_Vijandre.png/250px-Ervic_Vijandre.png,250px-Ervic_Vijandre.png,2022-01-01 00:00:00
141,170,Eugene Domingo,female,https://en.wikipedia.org/wiki/Eugene%20Domingo,1971-07-23,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Eugene_Domingo_And_the_Breadwinner_Is_50th_Metro_Manila_5.jpg/250px-Eugene_Domingo_And_the_Breadwinner_Is_50th_Metro_Manila_5.jpg,250px-Eugene_Domingo_And_the_Breadwinner_Is_50th_Metro_Manila_5.jpg,2025-03-24 00:00:00
142,172,Eula Valdez,female,https://en.wikipedia.org/wiki/Eula%20Valdez,1968-12-11,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Eula_Valdez.jpg/250px-Eula_Valdez.jpg,250px-Eula_Valdez.jpg,2005-11-19 19:52:21
143,174,Fernando Poe Jr.,male,https://en.wikipedia.org/wiki/Fernando%20Poe%20Jr.,1939-08-20,https://upload.wikimedia.org/wikipedia/commons/e/e0/Fernando_Poe_Jr.jpg,Fernando_Poe_Jr.jpg,2010-01-01 00:00:00
144,175,Francine Diaz,female,https://en.wikipedia.org/wiki/Francine%20Diaz,2004-01-27,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Francine_Diaz_%282024%29.jpg/250px-Francine_Diaz_%282024%29.jpg,250px-Francine_Diaz_%282024%29.jpg,2024-12-22 00:00:00
145,176,Francine Diaz,female,https://en.wikipedia.org/wiki/Francine%20Diaz,2004-01-27,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Francine_Diaz_%282018%29.jpg/250px-Francine_Diaz_%282018%29.jpg,250px-Francine_Diaz_%282018%29.jpg,2018-12-24 00:00:00
146,179,Francis Magundayao,male,https://en.wikipedia.org/wiki/Francis%20Magundayao,1999-05-14,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Francis_Magundayao_Storycon.jpg/250px-Francis_Magundayao_Storycon.jpg,250px-Francis_Magundayao_Storycon.jpg,2014-09-07 00:00:00
147,180,Freddie Webb,male,https://en.wikipedia.org/wiki/Freddie%20Webb,1942-11-24,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Senator_Freddie_Webb.jpg/250px-Senator_Freddie_Webb.jpg,250px-Senator_Freddie_Webb.jpg,1997-01-01 00:00:00
148,181,Fyang,female,https://en.wikipedia.org/wiki/Fyang,2006-05-14,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Sofia_Smith_In_Lucena.jpg/250px-Sofia_Smith_In_Lucena.jpg,250px-Sofia_Smith_In_Lucena.jpg,2025-05-28 00:00:00
149,182,Gabbi Garcia,female,https://en.wikipedia.org/wiki/Gabbi%20Garcia,1998-12-02,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/%E8%8F%B2%E5%BE%8B%E8%B3%93%E5%B8%82%E5%A0%B4%E8%87%BA%E7%81%A3%E8%A7%80%E5%85%89%E5%A4%A7%E4%BD%BFGabbi_Garcia.jpg/250px-%E8%8F%B2%E5%BE%8B%E8%B3%93%E5%B8%82%E5%A0%B4%E8%87%BA%E7%81%A3%E8%A7%80%E5%85%89%E5%A4%A7%E4%BD%BFGabbi_Garcia.jpg,250px-%E8%8F%B2%E5%BE%8B%E8%B3%93%E5%B8%82%E5%A0%B4%E8%87%BA%E7%81%A3%E8%A7%80%E5%85%89%E5%A4%A7%E4%BD%BFGabbi_Garcia.jpg,2022-12-10 00:00:00
150,183,Gabby Concepcion,male,https://en.wikipedia.org/wiki/Gabby%20Concepcion,1964-11-05,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Gabby_Concepcion_at_the_KC_Concepcion_Live_US_Concert_Tour%2C_November_2010.jpg/250px-Gabby_Concepcion_at_the_KC_Concepcion_Live_US_Concert_Tour%2C_November_2010.jpg,250px-Gabby_Concepcion_at_the_KC_Concepcion_Live_US_Concert_Tour%2C_November_2010.jpg,2010-11-12 23:38:16
151,184,Gary Valenciano,male,https://en.wikipedia.org/wiki/Gary%20Valenciano,1964-08-06,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Gary_Valenciano_in_Toronto_2014_02.jpg/250px-Gary_Valenciano_in_Toronto_2014_02.jpg,250px-Gary_Valenciano_in_Toronto_2014_02.jpg,2014-06-22 20:00:57
152,185,Georgina Wilson,female,https://en.wikipedia.org/wiki/Georgina%20Wilson,1986-02-12,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Georgina_Wilson_endorsing_Garnier_at_Trinoma%2C_October_2012.jpg/250px-Georgina_Wilson_endorsing_Garnier_at_Trinoma%2C_October_2012.jpg,250px-Georgina_Wilson_endorsing_Garnier_at_Trinoma%2C_October_2012.jpg,2012-10-13 00:00:00
153,186,Gerald Anderson,male,https://en.wikipedia.org/wiki/Gerald%20Anderson,1989-03-07,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/GERALD_ANDERSON_2014_%28cropped%29.jpg/250px-GERALD_ANDERSON_2014_%28cropped%29.jpg,250px-GERALD_ANDERSON_2014_%28cropped%29.jpg,2014-07-28 13:03:00
154,188,Gerald Anderson,male,https://en.wikipedia.org/wiki/Gerald%20Anderson,1989-03-07,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Gerald_Anderson_by_Ronn_Tan%2C_April_2010.png/235px-Gerald_Anderson_by_Ronn_Tan%2C_April_2010.png,235px-Gerald_Anderson_by_Ronn_Tan%2C_April_2010.png,2013-02-27 13:52:44
155,190,Gian Sotto,male,https://en.wikipedia.org/wiki/Gian%20Sotto,1978-03-18,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Gian_Sotto_-_2020_%28cropped%29.jpg/250px-Gian_Sotto_-_2020_%28cropped%29.jpg,250px-Gian_Sotto_-_2020_%28cropped%29.jpg,2020-03-02 11:04:02
